,week,gameId,possessionTeam,playType,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,passResult,offensePlayResult,homeTeam,guestTeam,matches
262,1,2018090903,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,3.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,C,1,MIA,TEN,"[MIA , TEN]"
263,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
264,1,2018090903,MIA,play_type_pass,EMPTY,"2 RB, 1 TE, 2 WR",5.0,3.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,7,MIA,TEN,"[MIA , TEN]"
265,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,3,MIA,TEN,"[MIA , TEN]"
266,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,10,MIA,TEN,"[MIA , TEN]"
267,1,2018090903,TEN,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,3.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,17,MIA,TEN,"[MIA , TEN]"
268,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,5,MIA,TEN,"[MIA , TEN]"
269,1,2018090903,TEN,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,3.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,C,31,MIA,TEN,"[MIA , TEN]"
270,1,2018090903,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",8.0,4.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,I,0,MIA,TEN,"[MIA , TEN]"
271,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,I,0,MIA,TEN,"[MIA , TEN]"
272,1,2018090903,TEN,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,1,MIA,TEN,"[MIA , TEN]"
273,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,2.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,4,MIA,TEN,"[MIA , TEN]"
274,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
275,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,6,MIA,TEN,"[MIA , TEN]"
276,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,4,MIA,TEN,"[MIA , TEN]"
277,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,2.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,7,MIA,TEN,"[MIA , TEN]"
278,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,8,MIA,TEN,"[MIA , TEN]"
279,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,10,MIA,TEN,"[MIA , TEN]"
280,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,MIA,TEN,"[MIA , TEN]"
281,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
282,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,13,MIA,TEN,"[MIA , TEN]"
283,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,21,MIA,TEN,"[MIA , TEN]"
284,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,8,MIA,TEN,"[MIA , TEN]"
285,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,3.0,"3 DL, 4 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,I,0,MIA,TEN,"[MIA , TEN]"
286,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
287,1,2018090903,MIA,play_type_pass,I_FORM,"2 RB, 0 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,4,MIA,TEN,"[MIA , TEN]"
288,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
289,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
290,1,2018090903,TEN,play_type_pass,PISTOL,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,IN,0,MIA,TEN,"[MIA , TEN]"
291,1,2018090903,MIA,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,4,MIA,TEN,"[MIA , TEN]"
292,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,8,MIA,TEN,"[MIA , TEN]"
293,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,C,11,MIA,TEN,"[MIA , TEN]"
294,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,IN,0,MIA,TEN,"[MIA , TEN]"
295,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,MIA,TEN,"[MIA , TEN]"
296,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,10,MIA,TEN,"[MIA , TEN]"
297,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",9.0,6.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
298,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,16,MIA,TEN,"[MIA , TEN]"
299,1,2018090903,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
300,1,2018090903,TEN,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"5 DL, 1 LB, 5 DB",TRADITIONAL,C,15,MIA,TEN,"[MIA , TEN]"
301,1,2018090903,TEN,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
302,1,2018090903,TEN,play_type_pass,EMPTY,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,13,MIA,TEN,"[MIA , TEN]"
303,1,2018090903,TEN,play_type_pass,EMPTY,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,6,MIA,TEN,"[MIA , TEN]"
304,1,2018090903,TEN,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
305,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,6,MIA,TEN,"[MIA , TEN]"
306,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
307,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,10,MIA,TEN,"[MIA , TEN]"
308,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,75,MIA,TEN,"[MIA , TEN]"
309,1,2018090903,MIA,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
310,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,6,MIA,TEN,"[MIA , TEN]"
311,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,7.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,IN,0,MIA,TEN,"[MIA , TEN]"
312,1,2018090903,TEN,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,MIA,TEN,"[MIA , TEN]"
313,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,MIA,TEN,"[MIA , TEN]"
314,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,MIA,TEN,"[MIA , TEN]"
315,1,2018090903,MIA,play_type_sack,EMPTY,"1 RB, 2 TE, 2 WR",7.0,6.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,S,-8,MIA,TEN,"[MIA , TEN]"
316,1,2018090903,MIA,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,11,MIA,TEN,"[MIA , TEN]"
317,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,15,MIA,TEN,"[MIA , TEN]"
318,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
319,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,MIA,TEN,"[MIA , TEN]"
320,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
321,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
322,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,18,MIA,TEN,"[MIA , TEN]"
323,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
324,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,MIA,TEN,"[MIA , TEN]"
325,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,12,MIA,TEN,"[MIA , TEN]"
326,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,10,MIA,TEN,"[MIA , TEN]"
327,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",SCRAMBLE,C,25,BAL,BUF,"[BAL , BUF]"
328,1,2018090900,BAL,play_type_pass,PISTOL,"1 RB, 1 TE, 2 WR,1 DL",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,11,BAL,BUF,"[BAL , BUF]"
329,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,29,BAL,BUF,"[BAL , BUF]"
330,1,2018090900,BAL,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
331,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,11,BAL,BUF,"[BAL , BUF]"
332,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,C,4,BAL,BUF,"[BAL , BUF]"
333,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
334,1,2018090900,BUF,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"0 DL, 6 LB, 5 DB",TRADITIONAL,S,-3,BAL,BUF,"[BAL , BUF]"
335,1,2018090900,BAL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
336,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 0 TE, 4 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
337,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
338,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,3,BAL,BUF,"[BAL , BUF]"
339,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 4 LB, 6 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
340,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
341,1,2018090900,BAL,play_type_pass,EMPTY,"2 QB, 0 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,BAL,BUF,"[BAL , BUF]"
342,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,12,BAL,BUF,"[BAL , BUF]"
343,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,4,BAL,BUF,"[BAL , BUF]"
344,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,11,BAL,BUF,"[BAL , BUF]"
345,1,2018090900,BAL,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,1,BAL,BUF,"[BAL , BUF]"
346,1,2018090900,BAL,play_type_pass,SHOTGUN,"2 QB, 1 RB, 1 TE, 2 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,BAL,BUF,"[BAL , BUF]"
347,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,BAL,BUF,"[BAL , BUF]"
348,1,2018090900,BUF,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,S,-4,BAL,BUF,"[BAL , BUF]"
349,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
350,1,2018090900,BAL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,BAL,BUF,"[BAL , BUF]"
351,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,4,BAL,BUF,"[BAL , BUF]"
352,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
353,1,2018090900,BUF,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 4 LB, 6 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
354,1,2018090900,BAL,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,S,0,BAL,BUF,"[BAL , BUF]"
355,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
356,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
357,1,2018090900,BUF,play_type_sack,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,S,-5,BAL,BUF,"[BAL , BUF]"
358,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,1,BAL,BUF,"[BAL , BUF]"
359,1,2018090900,BAL,play_type_pass,SHOTGUN,"0 RB, 1 TE, 4 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,BAL,BUF,"[BAL , BUF]"
360,1,2018090900,BUF,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,10,BAL,BUF,"[BAL , BUF]"
361,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
362,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"0 DL, 6 LB, 5 DB",TRADITIONAL,IN,0,BAL,BUF,"[BAL , BUF]"
363,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,BAL,BUF,"[BAL , BUF]"
364,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
365,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,6,BAL,BUF,"[BAL , BUF]"
366,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,BAL,BUF,"[BAL , BUF]"
367,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,20,BAL,BUF,"[BAL , BUF]"
368,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,-4,BAL,BUF,"[BAL , BUF]"
369,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,C,8,BAL,BUF,"[BAL , BUF]"
370,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,12,BAL,BUF,"[BAL , BUF]"
371,1,2018090900,BAL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,8,BAL,BUF,"[BAL , BUF]"
372,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,12,BAL,BUF,"[BAL , BUF]"
373,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,8,BAL,BUF,"[BAL , BUF]"
374,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
375,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"1 DL, 4 LB, 6 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
376,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,6,BAL,BUF,"[BAL , BUF]"
377,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,BAL,BUF,"[BAL , BUF]"
378,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
379,1,2018090900,BUF,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,-1,BAL,BUF,"[BAL , BUF]"
380,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"1 DL, 4 LB, 6 DB",TRADITIONAL,IN,0,BAL,BUF,"[BAL , BUF]"
381,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
382,1,2018090900,BUF,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"0 DL, 6 LB, 5 DB",SCRAMBLE,S,-4,BAL,BUF,"[BAL , BUF]"
383,1,2018090900,BAL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,S,-8,BAL,BUF,"[BAL , BUF]"
384,1,2018090900,BUF,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"3 DL, 4 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,BAL,BUF,"[BAL , BUF]"
385,1,2018090900,BUF,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,14,BAL,BUF,"[BAL , BUF]"
386,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
387,1,2018090900,BUF,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",SCRAMBLE,S,-12,BAL,BUF,"[BAL , BUF]"
388,1,2018090900,BAL,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,I,0,BAL,BUF,"[BAL , BUF]"
389,1,2018090900,BAL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
390,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,BAL,BUF,"[BAL , BUF]"
391,1,2018090900,BUF,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,I,0,BAL,BUF,"[BAL , BUF]"
