nflId,height,weight,birthDate,collegeName,position,displayName,team_role
497322,71,180,1987-03-17,Southern Methodist,WR,Emmanuel Sanders,Offense
497328,75,225,1987-12-25,Georgia Tech,WR,Demaryius Thomas,Offense
2532888,73,215,1988-02-17,Houston,QB,Case Keenum,Offense
2552399,77,255,1992-11-24,Ohio State,TE,Jeff Heuerman,Offense
2560733,72,238,1996-02-24,Oregon,RB,Royce Freeman,Offense
2560888,76,216,1995-10-10,Southern Methodist,WR,Courtland Sutton,Offense
2555568,74,220,1990-04-02,"California, Pa.",SS,Erik Harris,Defense
2555223,71,219,1992-05-27,Utah,RB,Devontae Booker,Offense
2557859,78,250,1995-07-11,Michigan,TE,Jake Butt,Offense
2559947,68,190,1994-07-24,Colorado,RB,Phillip Lindsay,Offense
2543572,76,210,1991-12-20,Clemson,WR,Martavis Bryant,Offense
2506345,61,185,1983-09-30,West Virginia,CB,Adam Jones,Defense
2555432,73,238,1993-05-23,Nebraska,RB,Andy Janovich,Offense
2550541,74,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Defense
2560763,73,236,1994-12-25,Iowa,LB,Josey Jewell,Defense
2507917,72,188,1988-08-20,Belhaven,CB,Tramaine Brock,Defense
2558985,76,212,1993-11-23,Utah,WR,Tim Patrick,Offense
2561002,73,206,1995-03-10,Penn State,WR,DaeSean Hamilton,Offense
2495347,78,265,1987-11-21,Marshall,TE,Lee Smith,Offense
497302,75,210,1986-11-04,LSU,WR,Brandon LaFell,Offense
2556278,73,194,1994-07-29,Arizona,FS,Will Parks,Defense
2532871,75,250,1987-11-01,West Virginia,LB,Bruce Irvin,Defense
2552271,76,265,1992-06-04,Oklahoma,DE,Geneo Grissom,Defense
2558956,76,245,1993-11-18,Wyoming,TE,Jacob Hollister,Offense
2550659,61,188,1991-01-26,Oklahoma State,CB,Tyler Patmon,Defense
2555421,74,246,1995-03-31,Maryland,DE,Yannick Ngakoue,Defense
2556454,72,220,1993-07-22,South Carolina,RB,Brandon Wilds,Offense
2560809,71,215,1995-02-17,Georgia,RB,Sony Michel,Offense
2556375,78,280,1994-01-07,Baylor,TE,Rico Gathers,Offense
2556512,69,159,1994-01-28,Boise State,CB,Donte' Deayon,Defense
2557920,70,195,1995-08-31,Michigan,CB,Jourdan Lewis,Defense
2541944,72,195,1990-09-17,LSU,WR,Russell Shepard,Offense
2552605,71,210,1992-05-13,Northwestern,FS,Ibraheim Campbell,Defense
2495893,77,232,1984-03-23,Central Florida,WR,Brandon Marshall,Offense
2532975,71,215,1988-11-29,Wisconsin,QB,Russell Wilson,Offense
2541966,75,204,1990-01-08,Clemson,WR,Jaron Brown,Offense
2552430,70,182,1992-09-28,Kansas State,WR,Tyler Lockett,Offense
2555289,78,261,1993-03-06,Ohio State,TE,Nick Vannett,Offense
2558865,71,222,1994-09-16,Oklahoma State,RB,Chris Carson,Offense
2508080,70,202,1989-05-07,Texas,FS,Earl Thomas,Defense
2539243,73,215,1990-11-15,Kansas,SS,Bradley McDougald,Defense
2553456,73,215,1992-08-29,San Jose State,CB,Akeem King,Defense
2553637,71,190,1993-03-27,Tennessee,CB,Justin Coleman,Defense
2557881,72,204,1995-01-20,Colorado,FS,Tedric Thompson,Defense
2558259,72,198,1995-07-20,Central Florida,CB,Shaquill Griffin,Defense
2558925,72,240,1994-01-10,Villanova,LB,Austin Calitro,Defense
2560835,71,220,1996-02-02,San Diego State,RB,Rashaad Penny,Offense
2561046,76,267,1996-07-08,Washington,TE,Will Dissly,Offense
2532890,71,240,1990-09-28,California,OLB,Mychal Kendricks,Defense
2540140,77,235,1990-10-04,Louisiana State,OLB,Barkevious Mingo,Defense
2552629,75,260,1993-06-14,Michigan,DE,Frank Clark,Defense
2556603,72,235,1993-08-16,USC,FB,Tre Madden,Offense
2558856,72,215,1995-01-15,East Central,WR,David Moore,Offense
2555417,73,225,1994-05-20,Notre Dame,RB,C.J. Prosise,Offense
2553439,69,221,1993-02-19,South Carolina,RB,Mike Davis,Offense
2535964,72,208,1989-05-18,Louisville,WR,Josh Bellamy,Offense
2555356,61,191,1993-12-13,Navy,WR,Keenan Reynolds,Offense
2560800,73,215,1995-04-14,Oklahoma,QB,Baker Mayfield,Offense
2560830,72,210,1996-09-30,Colorado,CB,Isaiah Oliver,Defense
2553568,75,207,1992-09-21,Illinois State,WR,Cameron Meredith,Offense
2558954,74,221,1990-08-23,Brigham Young,QB,Taysom Hill,Offense
2561061,72,184,1996-01-22,Louisiana State,WR,Russell Gage,Offense
2560946,73,190,1996-02-20,Boston College,DB,Isaac Yiadom,Defense
496814,74,235,1986-06-04,Marshall,OLB,Albert McClellan,Defense
2539937,69,205,1991-02-23,Syracuse,SS,Shamarko Thomas,Defense
2560915,61,200,1997-03-29,Miami (Fla.),HB,Mark Walton,Offense
2561093,72,225,1995-01-14,Maryland,LB,Jermaine Carter,Defense
2555331,75,205,1994-04-17,Mississippi,WR,Cody Core,Offense
2556762,73,234,1993-08-17,Idaho,RB,Elijhaa Penny,Offense
2561017,70,205,1996-04-27,Temple,DB,Sean Chandler,Defense
2543456,77,255,1993-02-14,South Carolina,DE,Jadeveon Clowney,Defense
2495488,77,288,1989-03-22,Wisconsin,DE,J.J. Watt,Defense
2560718,74,234,1995-11-08,Alabama,LB,Rashaan Evans,Defense
2561340,71,185,1996-03-05,Vanderbilt,CB,Tre Herndon,Defense
2552401,74,243,1992-03-24,Southern Illinois,TE,MyCole Pruitt,Offense
2556798,73,180,1992-05-16,Youngstown State,CB,Kenneth Durden,Defense
2539964,69,185,1990-11-19,Texas,WR,Marquise Goodwin,Offense
2499278,72,225,1989-07-05,Southern California,OLB,Malcolm Smith,Defense
2557837,73,228,1994-04-04,Alabama,OLB,Reuben Foster,Defense
2560850,69,193,1996-11-11,Kansas State,DB,D.J. Reed,Defense
2559076,76,210,1995-08-14,Hawaii,WR,Marcus Kemp,Offense
2543494,74,252,1991-03-19,Auburn,DE,Dee Ford,Defense
2561117,74,200,1996-08-16,Southern Mississippi,DB,Tarvarius Moore,Defense
2553728,70,197,1992-04-09,Purdue,RB,Raheem Mostert,Offense
2552409,75,216,1993-01-20,Louisville,WR,DeVante Parker,Offense
2495159,70,215,1987-09-16,East Carolina,WR,Dwayne Harris,Offense
2559054,72,225,1995-07-10,Greenville,ILB,Nicholas Morrow,Defense
2553552,76,253,1992-01-16,Bowie State,TE,Khari Lee,Offense
2559208,72,195,1994-04-15,Pittsburgh,CB,Ryan Lewis,Defense
2560801,69,190,1996-10-15,Clemson,WR,Ray-Ray McCloud,Offense
2561099,70,205,1995-06-30,Cincinnati,RB,Mike Boone,Offense
2495331,61,185,1988-09-24,Southern Methodist,WR,Aldrick Robinson,Offense
2559012,73,230,1994-09-26,Cincinnati,OLB,Eric Wilson,Defense
2543500,75,215,1992-07-16,Vanderbilt,WR,Jordan Matthews,Offense
2555259,77,237,1992-12-30,North Dakota State,QB,Carson Wentz,Offense
2560949,74,225,1996-10-29,Notre Dame,RB,Josh Adams,Offense
2555261,76,235,1992-12-11,North Carolina State,QB,Jacoby Brissett,Offense
2558116,69,208,1994-12-02,Texas-El Paso,RB,Aaron Jones,Offense
2553710,72,203,1992-02-22,Texas A&M,SS,Deshazor Everett,Defense
2507232,73,207,1984-09-03,Colorado,K,Mason Crosby,Special
2560868,78,208,1995-10-30,Alabama,P,J.K. Scott,Special
2561156,75,240,1994-05-21,Mississippi State,LS,Hunter Bradley,Special
2560764,69,190,1995-11-17,Southern U.,DB,Danny Johnson,Defense
2560984,75,233,1995-03-21,Vanderbilt,LB,Oren Burks,Defense
2559164,74,196,1995-01-06,Brigham Young,CB,Michael Davis,Defense
2541544,61,218,1990-07-07,Middle Tennessee State,RB,Benny Cunningham,Offense
497238,77,260,1988-06-16,Oklahoma,TE,Jermaine Gresham,Offense
2534871,72,233,1990-10-18,UCLA,FB,Derrick Coleman,Offense
2560901,74,199,1995-11-24,Louisiana State,DB,Kevin Toliver,Defense
2560858,76,215,1997-02-10,UCLA,QB,Josh Rosen,Offense
2532966,72,242,1990-06-27,Utah State,MLB,Bobby Wagner,Defense
2560728,75,203,1995-06-02,Oklahoma State,CB,Tre Flowers,Defense
2558159,71,202,1995-07-26,Louisiana Tech,FS,Xavier Woods,Defense
2560754,73,198,1995-11-17,Maryland,DB,J.C. Jackson,Defense
2561157,70,185,1996-04-17,Western Carolina,DB,Keion Crossen,Defense
2555380,70,200,1993-11-29,Alabama,CB,Cyrus Jones,Defense
2535609,74,216,1989-06-28,Portland State,CB,DeShawn Shead,Defense
2506861,61,185,1983-07-19,Shippensburg,CB,Brent Grimes,Defense
2543643,61,195,1991-07-06,San Diego State,SS,Nat Berhe,Defense
2556567,72,209,1992-10-14,South Carolina,S,Isaiah Johnson,Defense
2560741,74,196,1997-03-28,Texas,CB,Holton Hill,Defense
2530852,74,235,1987-12-07,Ohio State,LS,Jake McQuaide,Special
2535663,77,241,1990-02-08,Oregon State,P,Johnny Hekker,Special
2560782,72,244,1995-01-25,Virginia,LB,Micah Kiser,Defense
2561653,74,205,1995-01-03,Prairie View,WR,KhaDarel Hodge,Offense
2560898,61,198,1995-09-02,Jacksonville State,RB,Roc Thomas,Offense
2560770,71,208,1997-08-03,Southern California,RB,Ronald Jones,Offense
81284,72,229,1986-10-07,Missouri,QB,Chase Daniel,Offense
2552033,76,231,1994-01-06,Florida State,QB,Jameis Winston,Offense
2553774,72,229,1993-08-04,Syracuse,OLB,Cameron Lynch,Defense
2560051,75,215,1996-04-04,Pennsylvania,WR,Justin Watson,Offense
2555155,72,200,1993-08-14,Miami,SS,Deon Bush,Defense
2555381,72,202,1993-04-13,William & Mary,FS,DeAndre Houston-Carson,Defense
2560939,74,221,1994-09-11,Georgia,WR,Javon Wims,Offense
2560750,73,226,1995-10-12,Western Kentucky,LB,Joel Iyiegbuniwe,Defense
2556588,75,255,1994-08-06,South Florida,DE,Eric Lee,Defense
2560814,75,205,1995-05-23,Missouri,WR,J'Mon Moore,Offense
2560982,72,198,1995-07-13,Alabama,CB,Tony Brown,Defense
2495467,72,195,1988-07-26,Eastern Washington,RB,Taiwan Jones,Offense
2561029,71,180,1997-01-14,Texas Tech,WR,Keke Coutee,Offense
2558832,77,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox,Offense
2556394,71,190,1992-09-15,Georgia Tech,CB,Chris Milton,Defense
2557995,72,207,1993-03-09,Florida,FS,Marcus Maye,Defense
2541864,75,245,1991-11-07,Columbia,OLB,Josh Martin,Defense
744,80,300,1986-09-01,Miami,DE,Calais Campbell,Defense
2532873,77,290,1990-01-11,Tennessee,DT,Malik Jackson,Defense
2553431,75,255,1994-08-03,Florida,OLB,Dante Fowler Jr.,Defense
2543563,72,230,1991-10-07,Boston College,ILB,Kevin Pierre-Louis,Defense
2559058,72,194,1995-06-14,Georgia,S,Maurice Smith,Defense
2539289,69,195,1989-04-28,Oregon,RB,Kenjon Barner,Offense
2543724,73,200,1991-06-19,Liberty,CB,Walt Aikens,Defense
2533436,79,240,1990-11-22,Arizona State,QB,Brock Osweiler,Offense
2556542,74,230,1992-07-02,Pittsburgh,LB,Nicholas Grigsby,Defense
494277,72,205,1988-06-16,Mississippi,FS,Kendrick Lewis,Defense
2533039,75,218,1990-02-14,South Carolina,WR,Alshon Jeffery,Offense
2540279,61,184,1990-11-23,Connecticut,WR,Nick Williams,Offense
2560795,69,184,1996-03-31,Pittsburgh,CB,Avonte Maddox,Defense
2530747,61,192,1988-09-21,Stanford,WR,Doug Baldwin,Offense
2558077,73,216,1995-11-26,Michigan,SS,Lano Hill,Defense
2543823,70,191,1992-02-23,Missouri,CB,E.J. Gaines,Defense
2535869,74,195,1988-02-09,Temple,WR,Rod Streater,Offense
2557922,74,215,1993-11-16,Iowa,QB,C.J. Beathard,Offense
2532790,70,175,1989-12-29,Miami,WR,Travis Benjamin,Offense
2558971,74,195,1994-06-25,Iowa,CB,Greg Mabin,Defense
2532431,73,234,1988-02-11,North Texas,OLB,Craig Robertson,Defense
2561317,73,191,1995-04-06,Bethune-Cookman,WR,Jawill Davis,Offense
71407,76,235,1986-03-08,Southern Methodist,P,Thomas Morstead,Special
2541192,70,207,1990-02-26,Southern Methodist,SS,Chris Banjo,Defense
2556931,75,255,1993-01-10,Southern Methodist,LS,Zach Wood,Special
2557906,75,246,1993-07-02,Wisconsin,LB,Vince Biegel,Defense
2559181,73,200,1994-02-07,Illinois,DB,Justin Hardee,Defense
2561206,72,202,1996-01-18,Mississippi State,DB,J.T. Gray,Defense
2533459,74,240,1988-03-14,Penn State,ILB,Nate Stupar,Defense
2560815,61,203,1996-10-01,Boston College,DB,Kam Moore,Defense
2561318,73,224,1996-08-14,Chattanooga,ILB,Tae Davis,Defense
2557862,77,300,1993-08-25,Michigan,DE,Chris Wormley,Defense
2561468,61,214,1995-08-23,Alcorn State,RB,De'Lance Turner,Offense
2559007,70,185,1994-07-15,Arizona State,WR,Tim White,Offense
2535613,72,232,1990-01-03,Northern Iowa,ILB,L.J. Fort,Defense
2553667,78,255,1992-09-21,Illinois,TE,Matt LaCosse,Offense
2552451,75,255,1993-05-18,Missouri,DE,Shane Ray,Defense
2558988,72,196,1993-11-07,Oklahoma State,CB,Lenzy Pipkins,Defense
238498,70,200,1986-05-22,Kent State,WR,Julian Edelman,Offense
2539280,74,260,1990-10-14,Ohio State,DE,John Simon,Defense
2559087,70,190,1993-07-13,Memphis,CB,Arthur Maulet,Defense
2533460,70,225,1989-12-02,Utah State,RB,Robert Turbin,Offense
2561131,73,202,1993-11-03,Central Arkansas,FS,George Odum,Defense
2561149,72,229,1995-12-12,Houston,ILB,Matthew Adams,Defense
2553817,74,200,1993-01-28,Georgia,SS,Corey Moore,Defense
2553562,73,208,1992-07-25,James Madison,DB,Dean Marlowe,Defense
2507374,76,210,1985-06-29,North Carolina State,K,Stephen Hauschka,Special
2556526,74,235,1994-03-24,Louisiana State,LS,Reid Ferguson,Special
2560840,75,307,1996-01-25,Stanford,DT,Harrison Phillips,Defense
2561574,72,208,1996-09-13,New Mexico,P,Corey Bojorquez,Special
2558066,71,195,1996-08-11,Ohio State,WR,Curtis Samuel,Offense
2540152,73,215,1991-12-10,Louisiana State,SS,Eric Reid,Defense
2561624,75,248,1995-12-30,Northwestern,TE,Garrett Dickerson,Offense
2553499,69,180,1993-01-27,South Carolina,WR,Damiere Byrd,Offense
2533058,73,255,1990-09-24,Arizona State,OLB,Vontaze Burfict,Defense
2552403,75,252,1992-08-31,Florida State,TE,Nick O'Leary,Offense
2558864,77,252,1993-11-04,Buffalo,TE,Mason Schreck,Offense
2552321,75,245,1992-07-28,Clemson,MLB,Stephone Anthony,Defense
2560747,76,245,1993-08-24,South Carolina,TE,Hayden Hurst,Offense
2508107,74,210,1988-07-26,Colorado,CB,Jimmy Smith,Defense
2557965,76,272,1995-12-29,Texas A&M,DE,Myles Garrett,Defense
2559270,77,237,1994-04-30,Indiana State,TE,Robert Tonyan,Offense
2560883,77,214,1996-09-30,Notre Dame,WR,Equanimeous St. Brown,Offense
2558119,74,220,1994-09-20,North Carolina State,SS,Josh Jones,Defense
2556587,70,190,1994-07-25,Florida Atlantic,CB,Cre'von LeBlanc,Defense
2555542,73,190,1993-08-02,Penn State,FS,Jordan Lucas,Defense
2560808,73,209,1996-06-20,Stanford,CB,Quenton Meeks,Defense
2552272,78,301,1991-08-03,Stanford,DE,Henry Anderson,Defense
2561020,76,275,1996-06-24,North Carolina State,DE,Bradley Chubb,Defense
2553840,76,265,1992-05-30,"Albany, N.Y.",TE,Brian Parker,Offense
2555171,73,235,1992-12-22,Temple,ILB,Tyler Matakevich,Defense
2495136,74,240,1988-02-19,North Carolina,ILB,Bruce Carter,Defense
2560862,72,225,1996-07-20,North Carolina State,RB,Jaylen Samuels,Offense
2556443,72,198,1991-10-14,Florida Atlantic,SS,Sharrod Neasman,Defense
2505982,78,245,1981-06-25,Virginia,QB,Matt Schaub,Offense
2560897,75,244,1995-07-21,Florida State,LB,Matthew Thomas,Defense
2555394,73,215,1995-02-22,West Virginia,CB,Daryl Worley,Defense
2532870,74,247,1989-04-26,South Carolina,DE,Melvin Ingram,Defense
2532869,76,227,1990-03-31,Boise State,FS,George Iloka,Defense
2541741,73,240,1990-11-03,Virginia,MLB,LaRoy Reynolds,Defense
2558912,68,178,1995-04-04,Oregon State,WR,Victor Bolden,Offense
2532789,74,230,1989-10-27,Alabama,ILB,Mark Barron,Defense
2558886,75,256,1994-11-22,Washington,TE,Darrell Daniels,Offense
2534846,74,210,1990-02-11,Auburn,CB,Neiko Thorpe,Defense
2541388,75,211,1990-01-29,San Diego State,WR,Brice Butler,Offense
2540291,71,190,1991-02-01,South Florida,CB,Kayvon Webster,Defense
2495466,69,215,1989-12-21,Alabama,RB,Mark Ingram,Offense
2556404,75,205,1992-11-11,California,WR,Maurice Harris,Offense
2559385,78,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold,Offense
2532841,74,220,1989-11-27,Notre Dame,WR,Michael Floyd,Offense
2550542,61,203,1993-01-10,Colorado State,RB,Kapri Bibbs,Offense
2533534,74,262,1990-10-07,Miami,DE,Olivier Vernon,Defense
2555366,74,206,1994-05-31,Northern Iowa,CB,Deiondre' Hall,Defense
2559260,72,200,1993-12-21,Shepherd,DB,Tre Sullivan,Defense
2556456,71,202,1992-10-28,Connecticut,FS,Andrew Adams,Defense
2541431,72,206,1991-05-06,Central Florida,FS,Kemal Ishmael,Defense
2507843,72,240,1987-09-06,Duke,OLB,Vincent Rey,Defense
2558786,70,200,1994-07-27,Houston,S,Brandon Wilson,Defense
2560839,70,190,1995-06-26,Western Michigan,CB,Darius Phillips,Defense
2541696,71,200,1990-12-25,Towson,S,Jordan Dangerfield,Defense
2561054,74,200,1995-04-16,Texas A&M,WR,Damion Ratley,Offense
2539335,75,221,1990-10-10,West Virginia,QB,Geno Smith,Offense
2560756,72,200,1996-04-22,Northwestern,RB,Justin Jackson,Offense
2560719,74,197,1994-09-08,Virginia Tech,CB,Brandon Facyson,Defense
2557931,73,200,1993-11-19,Clemson,CB,Cordrea Tankersley,Defense
2553655,73,202,1991-10-09,Virginia,FS,Anthony Harris,Defense
238227,73,221,1987-06-10,Ohio U.,FS,Mike Mitchell,Defense
2543712,71,205,1992-03-02,Florida State,SS,Terrence Brooks,Defense
2559263,76,254,1994-11-14,Texas,TE,Tyrone Swoopes,Offense
2560999,72,227,1995-07-20,Central Florida,LB,Shaquem Griffin,Defense
2506352,73,235,1983-03-22,Georgia,OLB,Thomas Davis,Defense
2558138,71,240,1995-09-16,Oklahoma,RB,Samaje Perine,Offense
2556550,70,190,1993-01-23,East Carolina,CB,Josh Hawkins,Defense
2559934,76,265,1994-12-23,Southern Methodist,DE,Justin Lawler,Defense
925,61,199,1986-12-27,Texas,RB,Jamaal Charles,Offense
2556543,77,265,1994-02-04,North Carolina State,TE,David Grinnage,Offense
2561324,73,238,1995-04-13,Rutgers,RB,Gus Edwards,Offense
2552259,73,197,1992-03-27,USC,CB,Josh Shaw,Defense
2495140,75,280,1988-07-06,Iowa,DE,Adrian Clayborn,Defense
2552278,74,265,1993-08-16,Arkansas,DE,Trey Flowers,Defense
2558924,77,300,1994-04-12,Vanderbilt,DT,Adam Butler,Defense
2507948,75,254,1987-03-05,Central Michigan,OLB,Frank Zombo,Defense
2550289,71,224,1992-01-28,Toledo,RB,David Fluellen,Offense
2561521,68,175,1995-12-20,Texas Tech,WR,Cameron Batson,Offense
2555414,75,291,1994-03-20,Michigan,DT,Willie Henry,Defense
2543765,79,300,1991-05-05,Virginia,DE,Brent Urban,Defense
2556650,72,345,1992-11-06,Samford,DT,Michael Pierce,Defense
2506546,78,235,1983-06-15,Oregon State,QB,Derek Anderson,Offense
2530700,75,205,1989-01-31,Virginia,WR,Dontrelle Inman,Offense
2543739,74,200,1991-12-01,North Carolina State,CB,Dontae Johnson,Defense
2560838,72,201,1995-12-16,Virginia Tech,WR,Cam Phillips,Offense
2552478,78,252,1991-08-07,Oklahoma,TE,Blake Bell,Offense
2543874,61,195,1992-05-30,Vanderbilt,FS,Andre Hal,Defense
2561152,73,229,1994-06-17,Arkansas,RB,Dave Williams,Offense
2555387,73,215,1993-05-11,Southern California,QB,Cody Kessler,Offense
2552425,61,186,1992-09-23,Florida State,WR,Rashad Greene,Offense
2558853,73,210,1993-07-27,Cincinnati,CB,Mike Tyson,Defense
2553554,79,265,1990-12-27,Eastern Kentucky,TE,Matt Lengel,Offense
2555547,71,196,1993-10-19,Notre Dame,CB,KeiVarae Russell,Defense
2555262,76,235,1993-04-23,Louisiana Tech,QB,Jeff Driskel,Offense
2561383,74,233,1995-07-27,Iowa,LB,Ben Niemann,Defense
2561417,73,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward,Defense
2560967,74,231,1995-12-22,Arizona State,RB,Kalen Ballage,Offense
2552374,69,203,1993-06-13,Nebraska,RB,Ameer Abdullah,Offense
2558165,76,266,1994-03-18,Ohio,LB,Tarell Basham,Defense
2560985,72,186,1997-10-04,Southern California,WR,Deontay Burnett,Offense
2508007,70,175,1987-09-30,Minnesota,CB,Marcus Sherels,Defense
2555168,73,242,1993-02-08,Missouri,MLB,Kentrell Brothers,Defense
2543608,61,190,1991-04-08,Maryland,CB,Dexter McDougle,Defense
2552597,74,215,1993-09-10,Central Florida,WR,Breshad Perriman,Offense
2561022,74,238,1996-05-05,Wisconsin,LB,Jack Cichy,Defense
2555307,73,236,1993-07-03,Oklahoma,OLB,Devante Bond,Defense
2550767,75,190,1990-02-04,"California, Pa.",CB,C.J. Goodwin,Defense
2560948,76,258,1995-04-01,Louisville,OLB,Trevon Young,Defense
2558018,75,280,1995-08-26,Stanford,DE,Solomon Thomas,Defense
2559356,61,178,1994-12-13,Utah,CB,Dominique Hatfield,Defense
2561060,77,240,1995-01-26,San Diego,TE,Ross Dwelley,Offense
2550198,73,218,1991-06-10,Michigan State,WR,Bennie Fowler,Offense
2561001,69,190,1996-01-06,Penn State,CB,Grant Haley,Defense
2553719,74,225,1993-01-23,Boston College,OLB,Josh Keyes,Defense
2552602,74,305,1993-10-16,Rice,DT,Christian Covington,Defense
2555388,75,347,1994-07-01,Clemson,DT,D.J. Reader,Defense
2558241,72,238,1994-05-27,Ohio,OLB,Blair Brown,Defense
2561041,61,193,1995-02-20,Miami,CB,Dee Delaney,Defense
2553656,73,210,1993-03-15,Old Dominion,QB,Taylor Heinicke,Offense
2555546,74,177,1995-07-23,Louisiana State,CB,Rashard Robinson,Defense
2559287,75,254,1994-06-09,San Jose State,LB,Isaiah Irving,Defense
2560724,76,260,1994-10-11,Utah,LB,Kylie Fitts,Defense
2540176,78,281,1991-07-31,Michigan State,DE,William Gholston,Defense
496780,78,285,1989-02-28,Florida,DE,Carlos Dunlap,Defense
2556833,61,190,1994-06-30,Texas A&M,CB,De'Vante Harris,Defense
2561330,76,240,1996-02-01,Central Florida,HB,Jordan Franks,Offense
2495252,76,246,1989-07-23,Mississippi State,OLB,K.J. Wright,Defense
497224,76,250,1987-07-25,Oregon,TE,Ed Dickson,Offense
2561261,68,189,1995-09-12,Florida,WR,Brandon Powell,Offense
2559293,74,199,1993-11-30,Michigan,DB,Dymonte Thomas,Defense
2558129,68,173,1995-04-09,Georgia,WR,Isaiah McKenzie,Offense
2561461,71,202,1995-02-26,Tulane,RB,Dontrell Hilliard,Offense
2560819,71,205,1996-10-16,Wisconsin,CB,Nick Nelson,Defense
2560986,73,235,1996-03-17,Penn State,LB,Jason Cabinda,Defense
2532974,76,240,1989-04-26,Wake Forest,OLB,Kyle Wilber,Defense
2533538,77,265,1990-02-27,Syracuse,OLB,Chandler Jones,Defense
2542009,75,265,1991-08-03,Idaho,DE,Benson Mayowa,Defense
2553437,77,305,1992-01-19,Delaware State,DT,Rodney Gunter,Defense
2555336,76,314,1994-09-19,Mississippi,DT,Robert Nkemdiche,Defense
2556655,74,211,1994-02-16,Ohio State,DB,Tyvis Powell,Defense
2558273,71,195,1994-09-03,North Carolina,RB,T.J. Logan,Offense
2553583,76,293,1991-08-27,Miami,DT,Olsen Pierre,Defense
2561207,71,197,1995-02-02,James Madison,FS,Raven Greene,Defense
2560731,76,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers,Defense
496790,75,273,1987-12-22,Southern California,DE,Everson Griffen,Defense
496802,76,329,1988-10-10,East Carolina,DT,Linval Joseph,Defense
2506779,75,288,1984-08-30,Southern Mississippi,DT,Tom Johnson,Defense
2555529,77,265,1994-03-19,Vanderbilt,DE,Stephen Weatherly,Defense
2535867,73,230,1990-09-02,Wagner,ILB,Julian Stanford,Defense
496961,74,245,1988-03-03,Florida State,OLB,Dekoda Watson,Defense
2558979,73,210,1995-03-21,Southern Mississippi,QB,Nick Mullens,Offense
2543497,75,220,1990-09-13,Alabama,QB,AJ McCarron,Offense
2555464,68,210,1993-02-22,Texas Tech,RB,DeAndre Washington,Offense
2561006,72,208,1994-06-09,Florida,FS,Marcell Harris,Defense
2558167,75,216,1995-01-26,Tennessee,QB,Joshua Dobbs,Offense
2558975,70,192,1993-10-21,Virginia,WR,Taquan Mizzell,Offense
2507731,73,240,1985-07-31,Florida State,LS,Garrison Sanborn,Special
2533000,75,205,1988-10-06,California,P,Bryan Anger,Special
2558923,74,228,1993-11-23,Michigan State,LB,Riley Bullough,Defense
2531080,76,240,1988-04-17,Fresno State,OLB,Ben Jacobs,Defense
2555270,79,275,1993-04-12,Penn State,OLB,Carl Nassib,Defense
2553736,72,185,1993-03-31,Coastal Carolina,DB,Denzel Rice,Defense
2558289,73,228,1994-12-16,Boise State,LB,Tanner Vallejo,Defense
2561278,70,205,1996-03-11,Ferris State,CB,Tavierre Thomas,Defense
2557934,70,214,1994-06-01,Louisiana-Lafayette,RB,Elijah McGuire,Offense
2561147,72,185,1995-09-22,Southern Mississippi,CB,Cornell Armstrong,Defense
2561482,70,185,1994-06-01,Northern Illinois,WR,Chad Beebe,Offense
2556569,73,215,1994-06-28,Jacksonville,WR,Andy Jones,Offense
2555240,75,310,1994-01-11,Temple,DE,Matthew Ioannidis,Defense
2557872,74,265,1995-11-02,UCLA,DE,Takkarist McKinley,Defense
2555345,73,224,1995-07-07,USC,DB,Su'a Cravens,Defense
2560976,73,223,1995-07-26,Washington,LB,Keishawn Bierria,Defense
2559485,72,198,1994-11-01,Washington State,WR,River Cracraft,Offense
2543571,71,195,1992-01-30,Clemson,CB,Bashaud Breeland,Defense
2543650,77,285,1993-02-08,South Florida,OLB,Aaron Lynch,Defense
2553631,61,224,1991-09-13,South Dakota,RB,Zach Zenner,Offense
2561224,75,210,1994-12-26,Temple,WR,Keith Kirkwood,Offense
2495184,76,287,1989-07-10,California,DE,Cameron Jordan,Defense
2560890,77,228,1997-02-03,Florida State,WR,Auden Tate,Offense
2556118,73,223,1994-04-24,Washington,RB,Dwayne Washington,Offense
2533542,61,200,1991-01-08,Central Florida,CB,Josh Robinson,Defense
2543465,74,215,1992-11-10,Louisville,QB,Teddy Bridgewater,Offense
2555215,73,215,1994-01-24,Rutgers,WR,Leonte Carroo,Offense
2522602,73,243,1985-07-06,Western Washington,LS,Matt Overton,Special
2539230,76,318,1991-09-08,Georgia,NT,Abry Jones,Defense
2553833,72,215,1990-11-19,Texas A&M,K,Josh Lambo,Special
2561161,77,200,1995-07-28,Mississippi State,P,Logan Cooke,Special
2561272,73,219,1996-02-26,Vanderbilt,WR,Trent Sherfield,Offense
2550257,74,208,1990-03-05,Brigham Young,SS,Daniel Sorensen,Defense
71435,77,251,1987-06-11,Virginia,TE,John Phillips,Offense
2560914,72,179,1995-06-12,Alabama,CB,Levi Wallace,Defense
2505076,76,218,1979-07-04,Sam Houston State,QB,Josh McCown,Offense
